17242;-170;-6
17258;-170;-5
17267;-170;-5
17276;-170;-5
17284;-170;-6
17293;-171;-4
17302;-170;-5
17310;-170;-6
17319;-170;-5
17329;-170;-5
17337;-170;-6
17345;-170;-5
17353;-170;-6
17361;-170;-6
17370;-170;-5
17378;-170;-5
17387;-170;-5
17394;-170;-6
17402;-170;-6
17410;-170;-5
17418;-170;-6
17427;-170;-6
17434;-170;-6
17442;-170;-5
17450;-170;-5
17458;-170;-5
17467;-170;-5
17476;-170;-6
17484;-170;-5
17492;-171;-5
17501;-170;-6
17510;-170;-5
17518;-170;-6
17527;-170;-5
17534;-170;-6
17543;-170;-5
17551;-170;-5
17559;-170;-6
17567;-170;-6
17577;-170;-5
17585;-170;-6
17593;-170;-5
17601;-170;-5
17610;-170;-6
17617;-170;-6
17627;-170;-5
17636;-170;-6
17644;-171;-5
17652;-171;-5
17659;-171;-5
17667;-170;-6
17676;-170;-6
17685;-170;-5
17693;-171;-6
17701;-171;-6
17710;-171;-5
17718;-171;-5
17726;-171;-5
17734;-171;-5
17741;-171;-5
17749;-171;-5
17757;-171;-5
17766;-171;-5
17774;-171;-5
17783;-171;-5
17792;-171;-5
17800;-171;-5
17808;-171;-5
17817;-171;-5
17826;-171;-5
17834;-171;-5
17843;-171;-5
17851;-171;-5
17861;-171;-5
17870;-171;-6
17879;-172;-5
17887;-171;-5
17895;-171;-5
17903;-171;-5
17912;-171;-5
17920;-171;-5
17928;-171;-5
17936;-171;-5
17945;-172;-4
17953;-171;-5
17960;-171;-5
17970;-172;-4
17978;-171;-5
17987;-171;-5
17996;-171;-5
18003;-171;-5
18011;-171;-4
18019;-171;-5
18028;-171;-4
18036;-171;-4
18048;-171;-5
18056;-171;-5
18063;-171;-5
18076;-171;-5
18084;-171;-5
18093;-171;-4
18102;-171;-5
18110;-171;-5
18117;-171;-5
18127;-171;-5
18135;-171;-5
18142;-171;-5
18150;-171;-5
18158;-171;-5
18167;-171;-4
18175;-172;-4
18184;-171;-5
18192;-171;-4
18200;-171;-5
18209;-171;-4
18218;-171;-4
18227;-172;-4
18235;-171;-4
18243;-171;-5
18252;-171;-5
18260;-172;-4
18271;-172;-4
18279;-171;-5
18288;-171;-4
18296;-171;-4
18304;-172;-4
18312;-171;-4
18320;-171;-4
18328;-172;-4
18336;-171;-4
18345;-171;-4
18353;-171;-4
18366;-171;-4
18385;-172;-4
18401;-172;-4
18412;-171;-4
18426;-172;-4
18439;-171;-4
18451;-171;-4
18463;-172;-4
18474;-171;-4
18488;-172;-4
18499;-171;-4
18510;-172;-5
18520;-171;-4
18532;-171;-4
18544;-172;-4
18554;-171;-4
