21911;-0.02493796;0.3544111;-0.01806143
21921;-0.02532187;0.3541121;-0.01827519
21929;-0.02563238;0.3545222;-0.0177491
21935;-0.02602869;0.3662429;-0.01797123
21942;-0.02602831;0.3547304;-0.01797117
21951;-0.02636829;0.354529;-0.01781243
21960;-0.02636829;0.354529;-0.01781243
21968;-0.02635574;0.3540202;-0.01780537
21974;-0.02675208;0.3542275;-0.01802847
21981;-0.02673936;0.353719;-0.0180213
21989;-0.02673936;0.353719;-0.0180213
21997;-0.02712357;0.3534183;-0.01823759
22009;-0.02747521;0.3537225;-0.01808748
22017;-0.02785972;0.3534211;-0.01830469
22027;-0.02827001;0.3541362;-0.01853748
22036;-0.02866933;0.3543447;-0.01876308
22044;-0.02865493;0.3538341;-0.01875594
22052;-0.02905488;0.3540426;-0.01898192
22061;-0.02904129;0.3535333;-0.01897424
22069;-0.02908739;0.3534375;-0.01934911
22077;-0.02947536;0.3531384;-0.01956749
22085;-0.02946141;0.3526306;-0.01955965
22094;-0.02986389;0.3528398;-0.01978618
22102;-0.03023869;0.3520345;-0.01999715
22110;-0.03064248;0.3522438;-0.02022444
22119;-0.03062814;0.3517371;-0.02021636
22127;-0.03108475;0.3518584;-0.02081662
22136;-0.03106999;0.3513522;-0.02080834
22144;-0.03147498;0.3515615;-0.02103683
22153;-0.03146008;0.3510557;-0.02102849
22161;-0.03186724;0.3512662;-0.02125682
22169;-0.03225878;0.3509701;-0.02147785
22177;-0.03266767;0.3511815;-0.02170715
22185;-0.03270799;0.3505927;-0.02206986
22193;-0.03310308;0.3502999;-0.02229062
22200;-0.03308728;0.3497955;-0.0222818
22207;-0.03348285;0.3495035;-0.02250281
22215;-0.03427574;0.3489207;-0.02294582
22222;-0.03425947;0.3484184;-0.02293673
22231;-0.03430456;0.3478412;-0.02329667
22239;-0.03470257;0.3475522;-0.02351823
22247;-0.03545144;0.3475469;-0.02360407
22254;-0.03585052;0.3472575;-0.02382703
22263;-0.03626725;0.3474693;-0.02405988
22271;-0.03624859;0.3469672;-0.02405095
22278;-0.0366489;0.3466786;-0.02427462
22285;-0.03664748;0.3596908;-0.02427526
22293;-0.03669706;0.3461086;-0.0246335
22301;-0.03667971;0.3456102;-0.02462384
22307;-0.03786656;0.3463105;-0.02495956
22314;-0.03825164;0.3455237;-0.02517469
22322;-0.03821599;0.3445283;-0.02515478
22330;-0.03897014;0.3445174;-0.02524801
22338;-0.03893429;0.3435248;-0.0252279
22346;-0.03968433;0.343508;-0.02532412
22354;-0.03966632;0.3430128;-0.02531399
22360;-0.03962846;0.357995;-0.02496704
22369;-0.04043397;0.343489;-0.02542217
22376;-0.04083782;0.3432009;-0.02565031
22384;-0.04116383;0.3429709;-0.02551204
22392;-0.04158637;0.3431781;-0.02575159
22398;-0.04156789;0.3426823;-0.02574113
22405;-0.04266033;0.3429205;-0.02571732
22413;-0.04264176;0.3424246;-0.02570671
22421;-0.04260466;0.3414355;-0.02568552
22430;-0.04401696;0.3414285;-0.02552892
22439;-0.04399839;0.3409346;-0.02551819
22448;-0.04506335;0.3406591;-0.02549183
22456;-0.04504472;0.340166;-0.025481
22464;-0.04568496;0.3396855;-0.02521168
22472;-0.04606852;0.3388993;-0.02543636
22481;-0.04604989;0.3384087;-0.02542545
22489;-0.04737356;0.3389048;-0.02492537
22497;-0.04735503;0.3384134;-0.02491434
22506;-0.04800445;0.3384109;-0.02465993
22514;-0.04796767;0.3374301;-0.02463791
22523;-0.04834881;0.3366423;-0.02486604
22531;-0.0495666;0.3371579;-0.02400145
22538;-0.04996407;0.3368543;-0.02424362
22546;-0.05089283;0.33609;-0.0238526
22554;-0.05085659;0.335114;-0.02383028
22560;-0.05287939;0.3502858;-0.0231844
22567;-0.05275273;0.3355036;-0.02310486
22574;-0.052699;0.3340402;-0.02307107
22582;-0.05264559;0.3325844;-0.02303748
22590;-0.05387789;0.3324926;-0.02255327
22598;-0.05341768;0.3308725;-0.02225982
22606;-0.0547339;0.3307221;-0.0221528
22614;-0.05431086;0.3300733;-0.02188024
22622;-0.05427644;0.3291132;-0.02185807
22631;-0.05642018;0.3296191;-0.02103721
22639;-0.05598524;0.3284973;-0.02075019
22648;-0.05718124;0.3283572;-0.02027482
22655;-0.05714795;0.3273986;-0.02025257
22664;-0.05802712;0.3270428;-0.0198939
22672;-0.05758178;0.3254584;-0.019593
22681;-0.05754936;0.3245084;-0.01957107
22689;-0.05960882;0.3249109;-0.01877318
22697;-0.0591695;0.3233396;-0.01846938
22706;-0.06061724;0.3233353;-0.01789586
22714;-0.06018257;0.3217739;-0.01759027
22722;-0.06016713;0.3213022;-0.01757942
22731;-0.06216809;0.3216332;-0.01679598
22739;-0.06175411;0.3205527;-0.01649824
22747;-0.06287289;0.3203228;-0.01604369
22756;-0.06284308;0.3193802;-0.01602197
22765;-0.06356177;0.3190015;-0.01529574
22773;-0.06353259;0.3180617;-0.01527418
22781;-0.06311145;0.3165308;-0.01496346
22789;-0.06504634;0.3167784;-0.01419468
22797;-0.06464446;0.3157206;-0.0138915
22806;-0.06571677;0.3154421;-0.01344937
22814;-0.06568897;0.3145087;-0.01342814
22822;-0.06527713;0.3129966;-0.01311351
22830;-0.06677607;0.3130596;-0.01207833
22839;-0.06638345;0.3120185;-0.01177189
22846;-0.06741953;0.3117054;-0.01133899
22855;-0.0674063;0.3112419;-0.01132856
22863;-0.06700423;0.3097471;-0.01101086
22872;-0.06829301;0.3095712;-0.01047772
22880;-0.06826735;0.308649;-0.01045713
22888;-0.06865108;0.3080558;-0.009846821
22898;-0.06861344;0.3066784;-0.009816334
22906;-0.06925255;0.3062258;-0.009104759
22914;-0.06922796;0.3053104;-0.009084642
22922;-0.06920341;0.3043975;-0.009064555
22931;-0.06982335;0.3039311;-0.008359045
22939;-0.06981128;0.3034755;-0.008349046
22947;-0.0702692;0.3028247;-0.008138478
22955;-0.0702453;0.301916;-0.00811857
22964;-0.06987065;0.3009171;-0.007806495
22972;-0.07057738;0.3008451;-0.00751096
22982;-0.07055396;0.2999406;-0.007491276
22990;-0.07100615;0.2992868;-0.007282332
22998;-0.07098293;0.2983854;-0.007262722
23007;-0.07143044;0.298173;-0.007070094
23015;-0.07106069;0.2971866;-0.006756142
23023;-0.07138428;0.2963762;-0.007030904
23032;-0.0718154;0.2961536;-0.006844819
23040;-0.0714584;0.2956206;-0.006540135
23049;-0.07201275;0.2953696;-0.0067375
23058;-0.07165638;0.2948382;-0.006432548
23067;-0.07185128;0.2944956;-0.006340325
23075;-0.07217306;0.2936867;-0.006616324
23083;-0.07181755;0.2931588;-0.006311387
23091;-0.07233062;0.2924469;-0.00651066
23099;-0.07231936;0.2920028;-0.006500944
23106;-0.07199633;0.2909691;-0.006601498
23114;-0.07198507;0.2905271;-0.006591842
23123;-0.07229492;0.2892838;-0.006857276
23132;-0.07217672;0.2887922;-0.006890014
23141;-0.0721654;0.2883525;-0.006880328
23149;-0.07181826;0.2873202;-0.006990269
23158;-0.07180685;0.2868826;-0.006980568
